film_id,title,actor_id,actor_full_name,num_actors_per_film,num_films_per_actor
854,STRANGERS GRAFFITI,44,nick stallone,5,30
875,TALENTED HOMICIDE,44,nick stallone,5,30
878,TEEN APOLLO,44,nick stallone,5,30
883,TEQUILA PAST,44,nick stallone,3,30
896,TOOTSIE PILOT,44,nick stallone,5,30
902,TRADING PINOCCHIO,44,nick stallone,3,30
937,VARSITY TRIP,44,nick stallone,3,30
944,VIRGIN DAISY,44,nick stallone,8,30
952,WAGON JAWS,44,nick stallone,6,30
982,WOMEN DORADO,44,nick stallone,5,30
998,ZHIVAGO CORE,44,nick stallone,6,30
18,ALTER VICTORY,45,reese kilmer,4,32
65,BEHAVIOR RUNAWAY,45,reese kilmer,5,32
66,BENEATH RUSH,45,reese kilmer,7,32
115,CAMPUS REMEMBER,45,reese kilmer,3,32
117,CANDLES GRAPES,45,reese kilmer,7,32
164,COAST RAINBOW,45,reese kilmer,10,32
187,CRANES RESERVOIR,45,reese kilmer,6,32
198,CRYSTAL BREAKING,45,reese kilmer,5,32
219,DEEP CRUSADE,45,reese kilmer,7,32
330,FORRESTER COMANCHEROS,45,reese kilmer,3,32
407,HAWK CHILL,45,reese kilmer,7,32
416,HIGHBALL POTTER,45,reese kilmer,5,32
463,INSTINCT AIRPORT,45,reese kilmer,11,32
467,INTRIGUE WORST,45,reese kilmer,7,32
484,JERK PAYCHECK,45,reese kilmer,8,32
502,KNOCK WARLOCK,45,reese kilmer,6,32
503,KRAMER CHOCOLATE,45,reese kilmer,8,32
508,LAMBS CINCINATTI,45,reese kilmer,15,32
537,LOVER TRUMAN,45,reese kilmer,7,32
680,PINOCCHIO SIMON,45,reese kilmer,11,32
714,RANDOM GO,45,reese kilmer,13,32
767,SCALAWAG DUCK,45,reese kilmer,5,32
778,SECRETS PARADISE,45,reese kilmer,6,32
797,SILENCE KANE,45,reese kilmer,4,32
810,SLUMS DUCK,45,reese kilmer,3,32
895,TOMORROW HUSTLER,45,reese kilmer,6,32
900,TOWN ARK,45,reese kilmer,4,32
901,TRACY CIDER,45,reese kilmer,3,32
920,UNBREAKABLE KARATE,45,reese kilmer,8,32
925,UNITED PILOT,45,reese kilmer,6,32
975,WILLOW TRACY,45,reese kilmer,2,32
978,WISDOM WORKER,45,reese kilmer,7,32
38,ARK RIDGEMONT,46,parker goldberg,3,24
51,BALLOON HOMEWARD,46,parker goldberg,6,24
174,CONFIDENTIAL INTERVIEW,46,parker goldberg,2,24
254,DRIVER ANNIE,46,parker goldberg,8,24
296,EXPRESS LONELY,46,parker goldberg,8,24
319,FISH OPUS,46,parker goldberg,2,24
407,HAWK CHILL,46,parker goldberg,7,24
448,IDAHO LOVE,46,parker goldberg,6,24
456,INCH JET,46,parker goldberg,5,24
463,INSTINCT AIRPORT,46,parker goldberg,11,24
478,JAWS HARRY,46,parker goldberg,5,24
538,LOVERBOY ATTACKS,46,parker goldberg,9,24
540,LUCKY FLYING,46,parker goldberg,10,24
567,MEET CHOCOLATE,46,parker goldberg,6,24
731,RIGHT CRANES,46,parker goldberg,7,24
766,SAVANNAH TOWN,46,parker goldberg,6,24
768,SCARFACE BANG,46,parker goldberg,7,24
820,SONS INTERVIEW,46,parker goldberg,6,24
829,SPINAL ROCKY,46,parker goldberg,8,24
830,SPIRIT FLINTSTONES,46,parker goldberg,11,24
836,SQUAD FISH,46,parker goldberg,5,24
889,TIES HUNGER,46,parker goldberg,6,24
980,WIZARD COLDBLOODED,46,parker goldberg,9,24
991,WORST BANGER,46,parker goldberg,4,24
25,ANGELS LIFE,47,julia barrymore,9,24
36,ARGONAUTS TOWN,47,julia barrymore,5,24
53,BANG KWAI,47,julia barrymore,7,24
67,BERETS AGENT,47,julia barrymore,10,24
172,CONEHEADS SMOOCHY,47,julia barrymore,9,24
233,DISCIPLE MOTHER,47,julia barrymore,7,24
273,EFFECT GLADIATOR,47,julia barrymore,7,24
351,GASLIGHT CRUSADE,47,julia barrymore,5,24
385,GROUNDHOG UNCUT,47,julia barrymore,7,24
484,JERK PAYCHECK,47,julia barrymore,8,24
508,LAMBS CINCINATTI,47,julia barrymore,15,24
576,MIGHTY LUCK,47,julia barrymore,8,24
670,PELICAN COMFORTS,47,julia barrymore,5,24
734,ROAD ROXANNE,47,julia barrymore,8,24
737,ROCK INSTINCT,47,julia barrymore,8,24
770,SCISSORHANDS SLUMS,47,julia barrymore,5,24
777,SECRETARY ROUGE,47,julia barrymore,6,24
787,SHINING ROSES,47,julia barrymore,5,24
790,SHOOTIST SUPERFLY,47,julia barrymore,3,24
913,TROOPERS METAL,47,julia barrymore,5,24
923,UNFAITHFUL KILL,47,julia barrymore,8,24
924,UNFORGIVEN ZOOLANDER,47,julia barrymore,7,24
944,VIRGIN DAISY,47,julia barrymore,8,24
973,WIFE TURN,47,julia barrymore,6,24
99,BRINGING HYSTERICAL,48,frances day-lewis,2,26
101,BROTHERHOOD BLANKET,48,frances day-lewis,5,26
134,CHAMPION FLATLINERS,48,frances day-lewis,4,26
150,CIDER DESIRE,48,frances day-lewis,5,26
164,COAST RAINBOW,48,frances day-lewis,10,26
211,DARLING BREAKING,48,frances day-lewis,2,26
245,DOUBLE WRATH,48,frances day-lewis,8,26
267,EAGLES PANKY,48,frances day-lewis,6,26
287,ENTRAPMENT SATISFACTION,48,frances day-lewis,4,26
295,EXPENDABLE STALLION,48,frances day-lewis,4,26
312,FIDDLER LOST,48,frances day-lewis,11,26
315,FINDING ANACONDA,48,frances day-lewis,5,26
345,GABLES METROPOLIS,48,frances day-lewis,8,26
349,GANGS PRIDE,48,frances day-lewis,4,26
428,HOMICIDE PEACH,48,frances day-lewis,8,26
506,LADY STAGE,48,frances day-lewis,8,26
545,MADNESS ATTACKS,48,frances day-lewis,7,26
559,MARRIED GO,48,frances day-lewis,3,26
570,MERMAID INSECTS,48,frances day-lewis,6,26
599,MOTHER OLEANDER,48,frances day-lewis,5,26
645,OTHERS SOUP,48,frances day-lewis,4,26
705,PURPLE MOVIE,48,frances day-lewis,8,26
757,SAGEBRUSH CLUELESS,48,frances day-lewis,7,26
792,SHREK LICENSE,48,frances day-lewis,3,26
922,UNDEFEATED DALMATIONS,48,frances day-lewis,3,26
926,UNTOUCHABLES SUNRISE,48,frances day-lewis,5,26
31,APACHE DIVINE,49,anne cronyn,4,27
151,CINCINATTI WHISPERER,49,anne cronyn,4,27
195,CROWDS TELEMARK,49,anne cronyn,4,27
207,DANGEROUS UPTOWN,49,anne cronyn,8,27
250,DRAGON SQUAD,49,anne cronyn,8,27
282,ENCOUNTERS CURTAIN,49,anne cronyn,4,27
348,GANDHI KWAI,49,anne cronyn,8,27
391,HALF OUTFIELD,49,anne cronyn,6,27
400,HARDLY ROBBERS,49,anne cronyn,3,27
407,HAWK CHILL,49,anne cronyn,7,27
423,HOLLYWOOD ANONYMOUS,49,anne cronyn,6,27
433,HORN WORKING,49,anne cronyn,8,27
469,IRON MOON,49,anne cronyn,8,27
506,LADY STAGE,49,anne cronyn,8,27
542,LUST LOCK,49,anne cronyn,7,27
558,MANNEQUIN WORST,49,anne cronyn,5,27
579,MINDS TRUMAN,49,anne cronyn,6,27
595,MOON BUNCH,49,anne cronyn,1,27
662,PATHS CONTROL,49,anne cronyn,5,27
709,RACER EGG,49,anne cronyn,6,27
716,REAP UNFAITHFUL,49,anne cronyn,4,27
725,REQUIEM TYCOON,49,anne cronyn,8,27
729,RIDER CADDYSHACK,49,anne cronyn,9,27
811,SMILE EARRING,49,anne cronyn,8,27
927,UPRISING UPTOWN,49,anne cronyn,5,27
977,WINDOW SIDE,49,anne cronyn,4,27
980,WIZARD COLDBLOODED,49,anne cronyn,9,27
111,CADDYSHACK JEDI,50,natalie hopkins,7,32
178,CONNECTION MICROCOSMOS,50,natalie hopkins,7,32
243,DOORS PRESIDENT,50,natalie hopkins,9,32
248,DOZEN LION,50,natalie hopkins,6,32
274,EGG IGBY,50,natalie hopkins,5,32
288,ESCAPE METROPOLIS,50,natalie hopkins,4,32
303,FANTASY TROOPERS,50,natalie hopkins,9,32
306,FEATHERS METAL,50,natalie hopkins,9,32
327,FOOL MOCKINGBIRD,50,natalie hopkins,2,32
372,GRACELAND DYNAMITE,50,natalie hopkins,6,32
401,HAROLD FRENCH,50,natalie hopkins,7,32
417,HILLS NEIGHBORS,50,natalie hopkins,6,32
420,HOLES BRANNIGAN,50,natalie hopkins,11,32
437,HOUSE DYNAMITE,50,natalie hopkins,9,32
476,JASON TRAP,50,natalie hopkins,5,32
504,KWAI HOMEWARD,50,natalie hopkins,5,32
520,LICENSE WEEKEND,50,natalie hopkins,8,32
552,MAJESTIC FLOATS,50,natalie hopkins,5,32
591,MONSOON CAUSE,50,natalie hopkins,5,32
621,NETWORK PEAK,50,natalie hopkins,3,32
632,NUTS TIES,50,natalie hopkins,2,32
645,OTHERS SOUP,50,natalie hopkins,4,32
672,PERFECT GROOVE,50,natalie hopkins,6,32
717,REAR TRADING,50,natalie hopkins,8,32
732,RINGS HEARTBREAKERS,50,natalie hopkins,11,32
795,SIEGE MADRE,50,natalie hopkins,7,32
829,SPINAL ROCKY,50,natalie hopkins,8,32
840,STAMPEDE DISTURBING,50,natalie hopkins,6,32
897,TORQUE BOUND,50,natalie hopkins,5,32
918,TWISTED PIRATES,50,natalie hopkins,3,32
924,UNFORGIVEN ZOOLANDER,50,natalie hopkins,7,32
957,WAR NOTTING,50,natalie hopkins,9,32
5,AFRICAN EGG,51,gary phoenix,5,25
63,BEDAZZLED MARRIED,51,gary phoenix,7,25
103,BUCKET BROTHERHOOD,51,gary phoenix,6,25
112,CALENDAR GUNFIGHT,51,gary phoenix,8,25
121,CAROL TEXAS,51,gary phoenix,7,25
153,CITIZEN SHREK,51,gary phoenix,8,25
395,HANDICAP BOONDOCK,51,gary phoenix,7,25
408,HEAD STRANGER,51,gary phoenix,2,25
420,HOLES BRANNIGAN,51,gary phoenix,11,25
461,INSECTS STONE,51,gary phoenix,4,25
490,JUMANJI BLADE,51,gary phoenix,6,25
525,LOATHING LEGALLY,51,gary phoenix,5,25
627,NORTH TEQUILA,51,gary phoenix,5,25
678,PICKUP DRIVING,51,gary phoenix,5,25
733,RIVER OUTLAW,51,gary phoenix,4,25
734,ROAD ROXANNE,51,gary phoenix,8,25
737,ROCK INSTINCT,51,gary phoenix,8,25
750,RUN PACIFIC,51,gary phoenix,6,25
847,STOCK GLASS,51,gary phoenix,7,25
891,TIMBERLAND SKY,51,gary phoenix,4,25
895,TOMORROW HUSTLER,51,gary phoenix,6,25
940,VICTORY ACADEMY,51,gary phoenix,5,25
974,WILD APOLLO,51,gary phoenix,4,25
990,WORLD LEATHERNECKS,51,gary phoenix,8,25
993,WRONG BEHAVIOR,51,gary phoenix,9,25
20,AMELIE HELLFIGHTERS,52,carmen hunt,6,26
92,BOWFINGER GABLES,52,carmen hunt,5,26
96,BREAKING HOME,52,carmen hunt,6,26
108,BUTCH PANTHER,52,carmen hunt,3,26
203,DAISY MENAGERIE,52,carmen hunt,7,26
249,DRACULA CRYSTAL,52,carmen hunt,13,26
341,FROST HEAD,52,carmen hunt,7,26
376,GRAPES FURY,52,carmen hunt,5,26
388,GUNFIGHT MOON,52,carmen hunt,4,26
407,HAWK CHILL,52,carmen hunt,7,26
424,HOLOCAUST HIGHBALL,52,carmen hunt,5,26
474,JADE BUNCH,52,carmen hunt,8,26
515,LEGALLY SECRETARY,52,carmen hunt,6,26
517,LESSON CLEOPATRA,52,carmen hunt,12,26
584,MIXED DOORS,52,carmen hunt,6,26
596,MOONSHINE CABIN,52,carmen hunt,5,26
664,PATRIOT ROMAN,52,carmen hunt,4,26
675,PHANTOM GLORY,52,carmen hunt,2,26
689,POLLOCK DELIVERANCE,52,carmen hunt,6,26
714,RANDOM GO,52,carmen hunt,13,26
812,SMOKING BARBARELLA,52,carmen hunt,6,26
878,TEEN APOLLO,52,carmen hunt,5,26
879,TELEGRAPH VOYAGE,52,carmen hunt,7,26
915,TRUMAN CRAZY,52,carmen hunt,6,26
951,VOYAGE LEGALLY,52,carmen hunt,5,26
999,ZOOLANDER FICTION,52,carmen hunt,5,26
1,ACADEMY DINOSAUR,53,mena temple,10,30
9,ALABAMA DEVIL,53,mena temple,9,30
51,BALLOON HOMEWARD,53,mena temple,6,30
58,BEACH HEARTBREAKERS,53,mena temple,7,30
109,BUTTERFLY CHOCOLAT,53,mena temple,7,30
122,CARRIE BUNCH,53,mena temple,7,30
126,CASUALTIES ENCINO,53,mena temple,5,30
181,CONTACT ANONYMOUS,53,mena temple,5,30
256,DROP WATERFRONT,53,mena temple,8,30
268,EARLY HOME,53,mena temple,6,30
285,ENGLISH BULWORTH,53,mena temple,5,30
307,FELLOWSHIP AUTUMN,53,mena temple,7,30
358,GILMORE BOILED,53,mena temple,6,30
386,GUMP DATE,53,mena temple,6,30
447,ICE CROSSING,53,mena temple,6,30
465,INTERVIEW LIAISONS,53,mena temple,5,30
490,JUMANJI BLADE,53,mena temple,6,30
492,JUNGLE CLOSER,53,mena temple,6,30
508,LAMBS CINCINATTI,53,mena temple,15,30
518,LIAISONS SWEET,53,mena temple,6,30
573,MICROCOSMOS PARADISE,53,mena temple,6,30
576,MIGHTY LUCK,53,mena temple,8,30
577,MILE MULAN,53,mena temple,3,30
697,PRIMARY GLASS,53,mena temple,7,30
725,REQUIEM TYCOON,53,mena temple,8,30
727,RESURRECTION SILVERADO,53,mena temple,5,30
937,VARSITY TRIP,53,mena temple,3,30
947,VISION TORQUE,53,mena temple,5,30
961,WASH HEAVENLY,53,mena temple,5,30
980,WIZARD COLDBLOODED,53,mena temple,9,30
84,BOILED DARES,54,penelope pinkett,8,25
129,CAUSE DATE,54,penelope pinkett,6,25
150,CIDER DESIRE,54,penelope pinkett,5,25
184,CORE SUIT,54,penelope pinkett,4,25
285,ENGLISH BULWORTH,54,penelope pinkett,5,25
292,EXCITEMENT EVE,54,penelope pinkett,8,25
301,FAMILY SWEET,54,penelope pinkett,9,25
348,GANDHI KWAI,54,penelope pinkett,8,25
489,JUGGLER HARDLY,54,penelope pinkett,9,25
510,LAWLESS VISION,54,penelope pinkett,4,25
524,LION UNCUT,54,penelope pinkett,3,25
546,MADRE GABLES,54,penelope pinkett,4,25
600,MOTIONS DETAILS,54,penelope pinkett,8,25
636,OLEANDER CLUE,54,penelope pinkett,10,25
649,OZ LIAISONS,54,penelope pinkett,11,25
658,PARIS WEEKEND,54,penelope pinkett,6,25
754,RUSHMORE MERMAID,54,penelope pinkett,7,25
764,SATURDAY LAMBS,54,penelope pinkett,9,25
842,STATE WASTELAND,54,penelope pinkett,7,25
858,SUBMARINE BED,54,penelope pinkett,11,25
861,SUIT WALLS,54,penelope pinkett,5,25
913,TROOPERS METAL,54,penelope pinkett,5,25
970,WESTWARD SEABISCUIT,54,penelope pinkett,6,25
988,WORKER TARZAN,54,penelope pinkett,9,25
990,WORLD LEATHERNECKS,54,penelope pinkett,8,25
8,AIRPORT POLLOCK,55,fay kilmer,4,20
27,ANONYMOUS HUMAN,55,fay kilmer,9,20
75,BIRD INDEPENDENCE,55,fay kilmer,2,20
197,CRUSADE HONEY,55,fay kilmer,9,20
307,FELLOWSHIP AUTUMN,55,fay kilmer,7,20
320,FLAMINGOS CONNECTICUT,55,fay kilmer,9,20
340,FRONTIER CABIN,55,fay kilmer,6,20
403,HARRY IDAHO,55,fay kilmer,6,20
485,JERSEY SASSY,55,fay kilmer,9,20
486,JET NEIGHBORS,55,fay kilmer,6,20
603,MOVIE SHAKESPEARE,55,fay kilmer,8,20
612,MUSSOLINI SPOILERS,55,fay kilmer,7,20
620,NEMO CAMPUS,55,fay kilmer,5,20
709,RACER EGG,55,fay kilmer,6,20
776,SECRET GROUNDHOG,55,fay kilmer,3,20
790,SHOOTIST SUPERFLY,55,fay kilmer,3,20
815,SNATCHERS MONTEZUMA,55,fay kilmer,9,20
827,SPICE SORORITY,55,fay kilmer,11,20
930,VACATION BOONDOCK,55,fay kilmer,6,20
963,WATCH TRACY,55,fay kilmer,5,20
63,BEDAZZLED MARRIED,56,dan harris,7,28
87,BOONDOCK BALLROOM,56,dan harris,13,28
226,DESTINY SATURDAY,56,dan harris,7,28
236,DIVINE RESURRECTION,56,dan harris,5,28
298,EYES DRIVING,56,dan harris,5,28
307,FELLOWSHIP AUTUMN,56,dan harris,7,28
354,GHOST GROUNDHOG,56,dan harris,5,28
383,GROOVE FICTION,56,dan harris,7,28
417,HILLS NEIGHBORS,56,dan harris,6,28
421,HOLIDAY GAMES,56,dan harris,6,28
457,INDEPENDENCE HOTEL,56,dan harris,9,28
462,INSIDER ARIZONA,56,dan harris,9,28
474,JADE BUNCH,56,dan harris,8,28
521,LIES TREATMENT,56,dan harris,7,28
593,MONTEREY LABYRINTH,56,dan harris,6,28
728,REUNION WITCHES,56,dan harris,7,28
750,RUN PACIFIC,56,dan harris,6,28
769,SCHOOL JACKET,56,dan harris,8,28
781,SEVEN SWARM,56,dan harris,7,28
795,SIEGE MADRE,56,dan harris,7,28
844,STEERS ARMAGEDDON,56,dan harris,4,28
851,STRAIGHT HOURS,56,dan harris,3,28
862,SUMMER SCARFACE,56,dan harris,8,28
868,SUPERFLY TRIP,56,dan harris,7,28
892,TITANIC BOONDOCK,56,dan harris,12,28
893,TITANS JERK,56,dan harris,7,28
936,VANISHING ROCKY,56,dan harris,5,28
965,WATERSHIP FRONTIER,56,dan harris,6,28
16,ALLEY EVOLUTION,57,jude cruise,5,30
34,ARABIA DOGMA,57,jude cruise,12,30
101,BROTHERHOOD BLANKET,57,jude cruise,5,30
114,CAMELOT VACATION,57,jude cruise,2,30
122,CARRIE BUNCH,57,jude cruise,7,30
134,CHAMPION FLATLINERS,57,jude cruise,4,30
144,CHINATOWN GLADIATOR,57,jude cruise,10,30
153,CITIZEN SHREK,57,jude cruise,8,30
192,CROSSING DIVORCE,57,jude cruise,2,30
213,DATE SPEED,57,jude cruise,4,30
258,DRUMS DYNAMITE,57,jude cruise,7,30
267,EAGLES PANKY,57,jude cruise,6,30
317,FIREBALL PHILADELPHIA,57,jude cruise,5,30
340,FRONTIER CABIN,57,jude cruise,6,30
393,HALLOWEEN NUTS,57,jude cruise,7,30
437,HOUSE DYNAMITE,57,jude cruise,9,30
447,ICE CROSSING,57,jude cruise,6,30
502,KNOCK WARLOCK,57,jude cruise,6,30
592,MONSTER SPARTACUS,57,jude cruise,7,30
605,MULHOLLAND BEAST,57,jude cruise,6,30
637,OPEN AFRICAN,57,jude cruise,9,30
685,PLATOON INSTINCT,57,jude cruise,5,30
707,QUEST MUSSOLINI,57,jude cruise,5,30
714,RANDOM GO,57,jude cruise,13,30
717,REAR TRADING,57,jude cruise,8,30
737,ROCK INSTINCT,57,jude cruise,8,30
767,SCALAWAG DUCK,57,jude cruise,5,30
852,STRANGELOVE DESIRE,57,jude cruise,9,30
891,TIMBERLAND SKY,57,jude cruise,4,30
918,TWISTED PIRATES,57,jude cruise,3,30
48,BACKLASH UNDEFEATED,58,christian akroyd,7,32
68,BETRAYED REAR,58,christian akroyd,4,32
119,CAPER MOTIONS,58,christian akroyd,7,32
128,CATCH AMISTAD,58,christian akroyd,5,32
135,CHANCE RESURRECTION,58,christian akroyd,6,32
175,CONFUSED CANDLES,58,christian akroyd,6,32
199,CUPBOARD SINNERS,58,christian akroyd,8,32
235,DIVIDE MONSTER,58,christian akroyd,6,32
242,DOOM DANCING,58,christian akroyd,8,32
243,DOORS PRESIDENT,58,christian akroyd,9,32
254,DRIVER ANNIE,58,christian akroyd,8,32
306,FEATHERS METAL,58,christian akroyd,9,32
316,FIRE WOLVES,58,christian akroyd,5,32
417,HILLS NEIGHBORS,58,christian akroyd,6,32
426,HOME PITY,58,christian akroyd,6,32
460,INNOCENT USUAL,58,christian akroyd,3,32
477,JAWBREAKER BROOKLYN,58,christian akroyd,5,32
541,LUKE MUMMY,58,christian akroyd,9,32
549,MAGNOLIA FORRESTER,58,christian akroyd,7,32
551,MAIDEN HOME,58,christian akroyd,8,32
553,MAKER GABLES,58,christian akroyd,11,32
578,MILLION ACE,58,christian akroyd,5,32
602,MOURNING PURPLE,58,christian akroyd,7,32
632,NUTS TIES,58,christian akroyd,2,32
635,OKLAHOMA JUMANJI,58,christian akroyd,9,32
638,OPERATION OPERATION,58,christian akroyd,3,32
698,PRINCESS GIANT,58,christian akroyd,5,32
726,RESERVOIR ADAPTATION,58,christian akroyd,8,32
755,SABRINA MIDNIGHT,58,christian akroyd,4,32
800,SINNERS ATLANTIS,58,christian akroyd,4,32
856,STREETCAR INTENTIONS,58,christian akroyd,7,32
858,SUBMARINE BED,58,christian akroyd,11,32
5,AFRICAN EGG,59,dustin tautou,5,27
46,AUTUMN CROW,59,dustin tautou,3,27
54,BANGER PINOCCHIO,59,dustin tautou,6,27
72,BILL OTHERS,59,dustin tautou,6,27
88,BORN SPINAL,59,dustin tautou,9,27
121,CAROL TEXAS,59,dustin tautou,7,27
129,CAUSE DATE,59,dustin tautou,6,27
130,CELEBRITY HORN,59,dustin tautou,4,27
183,CONVERSATION DOWNHILL,59,dustin tautou,3,27
210,DARKO DORADO,59,dustin tautou,4,27
241,DONNIE ALLEY,59,dustin tautou,7,27
295,EXPENDABLE STALLION,59,dustin tautou,4,27
418,HOBBIT ALIEN,59,dustin tautou,8,27
572,METROPOLIS COMA,59,dustin tautou,6,27
644,OSCAR GOLD,59,dustin tautou,6,27
650,PACIFIC AMISTAD,59,dustin tautou,8,27
689,POLLOCK DELIVERANCE,59,dustin tautou,6,27
694,PREJUDICE OLEANDER,59,dustin tautou,10,27
702,PULP BEVERLY,59,dustin tautou,7,27
713,RAINBOW SHOCK,59,dustin tautou,6,27
749,RULES HUMAN,59,dustin tautou,5,27
772,SEA VIRGIN,59,dustin tautou,8,27
853,STRANGER STRANGERS,59,dustin tautou,9,27
862,SUMMER SCARFACE,59,dustin tautou,8,27
943,VILLAIN DESPERATE,59,dustin tautou,2,27
946,VIRTUAL SPOILERS,59,dustin tautou,3,27
984,WONDERFUL DROP,59,dustin tautou,4,27
31,APACHE DIVINE,60,henry berry,4,35
85,BONNIE HOLOCAUST,60,henry berry,9,35
133,CHAMBER ITALIAN,60,henry berry,7,35
142,CHICKEN HELLFIGHTERS,60,henry berry,2,35
177,CONNECTICUT TRAMP,60,henry berry,7,35
179,CONQUERER NUTS,60,henry berry,6,35
186,CRAFT OUTFIELD,60,henry berry,6,35
222,DESERT POSEIDON,60,henry berry,5,35
235,DIVIDE MONSTER,60,henry berry,6,35
239,DOGMA FAMILY,60,henry berry,7,35
253,DRIFTER COMMANDMENTS,60,henry berry,7,35
262,DUMBO LUST,60,henry berry,9,35
297,EXTRAORDINARY CONQUERER,60,henry berry,7,35
299,FACTORY DRAGON,60,henry berry,6,35
334,FREDDY STORM,60,henry berry,3,35
376,GRAPES FURY,60,henry berry,5,35
423,HOLLYWOOD ANONYMOUS,60,henry berry,6,35
436,HOURS RAGE,60,henry berry,6,35
493,KANE EXORCIST,60,henry berry,5,35
534,LOUISIANA HARRY,60,henry berry,3,35
551,MAIDEN HOME,60,henry berry,8,35
658,PARIS WEEKEND,60,henry berry,6,35
665,PATTON INTERVIEW,60,henry berry,9,35
679,PILOT HOOSIERS,60,henry berry,7,35
754,RUSHMORE MERMAID,60,henry berry,7,35
771,SCORPION APOLLO,60,henry berry,8,35
783,SHANE DARKNESS,60,henry berry,3,35
784,SHANGHAI TYCOON,60,henry berry,8,35
805,SLEEPLESS MONSOON,60,henry berry,4,35
830,SPIRIT FLINTSTONES,60,henry berry,11,35
835,SPY MILE,60,henry berry,8,35
928,UPTOWN YOUNG,60,henry berry,7,35
952,WAGON JAWS,60,henry berry,6,35
971,WHALE BIKINI,60,henry berry,5,35
986,WONKA SEA,60,henry berry,2,35
235,DIVIDE MONSTER,61,christian neeson,6,25
237,DIVORCE SHINING,61,christian neeson,6,25
307,FELLOWSHIP AUTUMN,61,christian neeson,7,25
362,GLORY TRACY,61,christian neeson,6,25
372,GRACELAND DYNAMITE,61,christian neeson,6,25
374,GRAFFITI LOVE,61,christian neeson,6,25
423,HOLLYWOOD ANONYMOUS,61,christian neeson,6,25
433,HORN WORKING,61,christian neeson,8,25
508,LAMBS CINCINATTI,61,christian neeson,15,25
518,LIAISONS SWEET,61,christian neeson,6,25
519,LIBERTY MAGNIFICENT,61,christian neeson,7,25
535,LOVE SUICIDES,61,christian neeson,4,25
537,LOVER TRUMAN,61,christian neeson,7,25
585,MOB DUFFEL,61,christian neeson,6,25
639,OPPOSITE NECKLACE,61,christian neeson,6,25
648,OUTLAW HANKY,61,christian neeson,7,25
649,OZ LIAISONS,61,christian neeson,11,25
703,PUNK DIVORCE,61,christian neeson,7,25
752,RUNNER MADIGAN,61,christian neeson,8,25
766,SAVANNAH TOWN,61,christian neeson,6,25
767,SCALAWAG DUCK,61,christian neeson,5,25
780,SENSIBILITY REAR,61,christian neeson,6,25
831,SPIRITED CASUALTIES,61,christian neeson,5,25
832,SPLASH GUMP,61,christian neeson,10,25
990,WORLD LEATHERNECKS,61,christian neeson,8,25
6,AGENT TRUMAN,62,jayne neeson,7,29
42,ARTIST COLDBLOODED,62,jayne neeson,7,29
54,BANGER PINOCCHIO,62,jayne neeson,6,29
100,BROOKLYN DESERT,62,jayne neeson,5,29
101,BROTHERHOOD BLANKET,62,jayne neeson,5,29
129,CAUSE DATE,62,jayne neeson,6,29
198,CRYSTAL BREAKING,62,jayne neeson,5,29
211,DARLING BREAKING,62,jayne neeson,2,29
231,DINOSAUR SECRETARY,62,jayne neeson,6,29
272,EDGE KISSING,62,jayne neeson,3,29
295,EXPENDABLE STALLION,62,jayne neeson,4,29
337,FRIDA SLIPPER,62,jayne neeson,5,29
375,GRAIL FRANKENSTEIN,62,jayne neeson,5,29
385,GROUNDHOG UNCUT,62,jayne neeson,7,29
393,HALLOWEEN NUTS,62,jayne neeson,7,29
398,HANOVER GALAXY,62,jayne neeson,7,29
406,HAUNTING PIANIST,62,jayne neeson,5,29
413,HEDWIG ALTER,62,jayne neeson,4,29
428,HOMICIDE PEACH,62,jayne neeson,8,29
445,HYDE DOCTOR,62,jayne neeson,6,29
457,INDEPENDENCE HOTEL,62,jayne neeson,9,29
465,INTERVIEW LIAISONS,62,jayne neeson,5,29
688,POLISH BROOKLYN,62,jayne neeson,10,29
707,QUEST MUSSOLINI,62,jayne neeson,5,29
719,RECORDS ZORRO,62,jayne neeson,8,29
951,VOYAGE LEGALLY,62,jayne neeson,5,29
981,WOLVES DESIRE,62,jayne neeson,6,29
988,WORKER TARZAN,62,jayne neeson,9,29
990,WORLD LEATHERNECKS,62,jayne neeson,8,29
73,BINGO TALENTED,63,cameron wray,5,19
134,CHAMPION FLATLINERS,63,cameron wray,4,19
167,COMA HEAD,63,cameron wray,3,19
208,DARES PLUTO,63,cameron wray,10,19
225,DESTINATION JERK,63,cameron wray,3,19
248,DOZEN LION,63,cameron wray,6,19
249,DRACULA CRYSTAL,63,cameron wray,13,19
278,ELF MURDER,63,cameron wray,5,19
392,HALL CASSIDY,63,cameron wray,5,19
517,LESSON CLEOPATRA,63,cameron wray,12,19
633,OCTOBER SUBMARINE,63,cameron wray,5,19
763,SATISFACTION CONFIDENTIAL,63,cameron wray,5,19
781,SEVEN SWARM,63,cameron wray,7,19
809,SLIPPER FIDELITY,63,cameron wray,7,19
893,TITANS JERK,63,cameron wray,7,19
932,VALLEY PACKER,63,cameron wray,4,19
944,VIRGIN DAISY,63,cameron wray,8,19
945,VIRGINIAN PLUTO,63,cameron wray,8,19
981,WOLVES DESIRE,63,cameron wray,6,19
3,ADAPTATION HOLES,64,ray johansson,5,30
10,ALADDIN CALENDAR,64,ray johansson,8,30
37,ARIZONA BANG,64,ray johansson,4,30
